"","species","varval","genus","family","order","class","phylum","kingdom"
"5344","Aegialomys galapagoensis",1,"Aegialomys","Cricetidae","Rodentia","Mammalia","Chordata","Animalia"
"5346","Aegialomys xanthaeolus",40.395,"Aegialomys","Cricetidae","Rodentia","Mammalia","Chordata","Animalia"
"5351","Aegithalos bonvaloti",7.5,"Aegithalos","Aegithalidae","Passeriformes","Aves","Chordata","Animalia"
"5353","Aegithalos caudatus",8.67,"Aegithalos","Aegithalidae","Passeriformes","Aves","Chordata","Animalia"
"5425","Aegithalos concinnus",7.55,"Aegithalos","Aegithalidae","Passeriformes","Aves","Chordata","Animalia"
"5431","Aegithalos fuliginosus",8,"Aegithalos","Aegithalidae","Passeriformes","Aves","Chordata","Animalia"
"5435","Aegithalos glaucogularis",8.58571428571429,"Aegithalos","Aegithalidae","Passeriformes","Aves","Chordata","Animalia"
"5459","Aegithalos iouschistos",7.25,"Aegithalos","Aegithalidae","Passeriformes","Aves","Chordata","Animalia"
"5465","Aegithalos leucogenys",8,"Aegithalos","Aegithalidae","Passeriformes","Aves","Chordata","Animalia"
"5472","Aegithalos niveogularis",7.65,"Aegithalos","Aegithalidae","Passeriformes","Aves","Chordata","Animalia"
"5476","Aegithalos sharpei",7.5,"Aegithalos","Aegithalidae","Passeriformes","Aves","Chordata","Animalia"
"5478","Aegithina tiphia",13.6875,"Aegithina","Aegithinidae","Passeriformes","Aves","Chordata","Animalia"
"5490","Aegithina viridissima",13.4,"Aegithina","Aegithinidae","Passeriformes","Aves","Chordata","Animalia"
"5495","Aegolius acadicus",98.2,"Aegolius","Strigidae","Strigiformes","Aves","Chordata","Animalia"
"5537","Aegolius funereus",137.166666668182,"Aegolius","Strigidae","Strigiformes","Aves","Chordata","Animalia"
"5617","Aegolius harrisii",120,"Aegolius","Strigidae","Strigiformes","Aves","Chordata","Animalia"
"5622","Aegolius ridgwayi",80,"Aegolius","Strigidae","Strigiformes","Aves","Chordata","Animalia"
"5625","Aegotheles albertisi",37.1,"Aegotheles","Aegothelidae","Strigiformes","Aves","Chordata","Animalia"
"5629","Aegotheles archboldi",32.8,"Aegotheles","Aegothelidae","Strigiformes","Aves","Chordata","Animalia"
"5632","Aegotheles bennettii",50,"Aegotheles","Aegothelidae","Strigiformes","Aves","Chordata","Animalia"
"5638","Aegotheles cristatus",47.1,"Aegotheles","Aegothelidae","Apodiformes","Aves","Chordata","Animalia"
"5651","Aegotheles wallacii",50,"Aegotheles","Aegothelidae","Strigiformes","Aves","Chordata","Animalia"
"5657","Aegypius monachus",9250.15384615385,"Aegypius","Accipitridae","Accipitriformes","Aves","Chordata","Animalia"
"5696","Aeluroscalabotes felinus",20.3404574066763,"Aeluroscalabotes","Eublepharidae","Squamata","Reptilia","Chordata","Animalia"
"5722","Aenigmatolimnas marginalis",59.3666666666667,"Aenigmatolimnas","Rallidae","Gruiformes","Aves","Chordata","Animalia"
"5735","Aepeomys lugens",37,"Aepeomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"5738","Aepyceros melampus",52314.338,"Aepyceros","Bovidae","Artiodactyla","Mammalia","Chordata","Animalia"
"5814","Aepypodius arfakianus",1467.6,"Aepypodius","Megapodiidae","Craciformes","Aves","Chordata","Animalia"
"5834","Aepyprymnus rufescens",2904.062,"Aepyprymnus","Potoroidae","Diprotodontia","Mammalia","Chordata","Animalia"
"5860","Aeretes melanopterus",1,"Aeretes","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"5863","Aerodramus bartschi",7.4,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"5867","Aerodramus brevirostris",11.375,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"5905","Aerodramus elaphrus",10.7,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"5913","Aerodramus francicus",8.9,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"5920","Aerodramus fuciphagus",9.9,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"5944","Aerodramus hirundinaceus",10.1,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"5950","Aerodramus leucophaeus",8.6,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"5955","Aerodramus maximus",14.2,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"5964","Aerodramus mearnsi",11.3,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"5968","Aerodramus papuensis",19.9,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"5973","Aerodramus salangana",9.63333333333333,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"5986","Aerodramus spodiopygius",9.87142857142857,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"6004","Aerodramus terraereginae",12,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"6012","Aerodramus unicolor",12.05,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"6023","Aerodramus vanikorensis",10.3833333333333,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"6053","Aerodramus whiteheadi",14,"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"6055","Aeromys tephromelas",1168,"Aeromys","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"6065","Aeromys thomasi",1430.19,"Aeromys","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"6069","Aeronautes andecolus",17.75,"Aeronautes","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"6075","Aeronautes montivagus",20.15,"Aeronautes","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"6084","Aeronautes saxatalis",31.6583333333333,"Aeronautes","Apodidae","Apodiformes","Aves","Chordata","Animalia"
"6129","Aethalops alecto",15,"Aethalops","Pteropodidae","Chiroptera","Mammalia","Chordata","Animalia"
"6134","Aethia cristatella",269.422727272727,"Aethia","Alcidae","Charadriiformes","Aves","Chordata","Animalia"
"6261","Aethia psittacula",291.857142857143,"Aethia","Alcidae","Charadriiformes","Aves","Chordata","Animalia"
"6284","Aethia pusilla",86.8222222222222,"Aethia","Alcidae","Charadriiformes","Aves","Chordata","Animalia"
"6460","Aethia pygmaea",120.275,"Aethia","Alcidae","Charadriiformes","Aves","Chordata","Animalia"
"6541","Aethomys bocagei",1,"Aethomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"6544","Aethomys chrysophilus",79.7,"Aethomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"6563","Aethomys granti",1,"Aethomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"6565","Aethomys hindei",131.05,"Aethomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"6591","Aethomys ineptus",105.855,"Aethomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"6603","Aethomys kaiseri",118.385,"Aethomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"6630","Aethomys namaquensis",37.0666666666667,"Aethomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"6642","Aethomys nyikae",1,"Aethomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"6646","Aethomys thomasi",96.1375,"Aethomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"6670","Aethopyga bella",4.1,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6675","Aethopyga boltoni",7.13333333333333,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6685","Aethopyga christinae",5.2,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6689","Aethopyga flagrans",6.7,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6693","Aethopyga gouldiae",5,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6699","Aethopyga ignicauda",8.2,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6703","Aethopyga linaraborae",7.2,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6710","Aethopyga magnifica",7.3,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6715","Aethopyga mystacalis",6,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6719","Aethopyga nipalensis",5.63333333333333,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6729","Aethopyga primigenia",7,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6734","Aethopyga pulcherrima",6.2,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6738","Aethopyga saturata",5.3,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6742","Aethopyga shelleyi",4.06666666666667,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6750","Aethopyga siparaja",7.1,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6758","Aethopyga temminckii",5.5,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6762","Aethopyga vigorsii",7.46666666666667,"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"6770","Afroedura africana",5.62341325190349,"Afroedura","Gekkonidae","Squamata","Reptilia","Chordata","Animalia"
"6788","Afroedura karroica",3.01995172040202,"Afroedura","Gekkonidae","Squamata","Reptilia","Chordata","Animalia"
"6805","Afroedura transvaalica",6.53594809357824,"Afroedura","Gekkonidae","Squamata","Reptilia","Chordata","Animalia"
"6825","Afrogecko porphyreus",1.5,"Afrogecko","Gekkonidae","Squamata","Reptilia","Chordata","Animalia"
"6836","Afropavo congensis",1238.66666666667,"Afropavo","Phasianidae","Galliformes","Aves","Chordata","Animalia"
"6847","Afrotis afra",663.333333333333,"Afrotis","Otididae","Gruiformes","Aves","Chordata","Animalia"
"6857","Afrotis afraoides",745,"Afrotis","Otididae","Gruiformes","Aves","Chordata","Animalia"
"6862","Afrotyphlops angolensis",37,"Afrotyphlops","Typhlopidae","Squamata","Reptilia","Chordata","Animalia"
"6866","Afrotyphlops congestus",131,"Afrotyphlops","Typhlopidae","Squamata","Reptilia","Chordata","Animalia"
"6870","Afrotyphlops lineolatus",67,"Afrotyphlops","Typhlopidae","Squamata","Reptilia","Chordata","Animalia"
"6874","Afrotyphlops punctatus",131,"Afrotyphlops","Typhlopidae","Squamata","Reptilia","Chordata","Animalia"
"6881","Afrotyphlops tanganicanus",67,"Afrotyphlops","Typhlopidae","Squamata","Reptilia","Chordata","Animalia"
"6885","Agalychnis callidryas",5.67498166666667,"Agalychnis","Hylidae","Anura","Amphibia","Chordata","Animalia"
"6916","Agama aculeata",20.1683343348788,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"6945","Agama africana",100,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"6972","Agama agama",45.5027035236635,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7027","Agama armata",14.1,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7046","Agama atra",15.8489319246111,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7069","Agama boensis",100,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7096","Agama boueti",15.8489319246111,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7105","Agama caudospinosa",81.7782599449027,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7148","Agama doriae",100,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7177","Agama etoshae",9.77237220955811,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7190","Agama gracilimembris",3.31131121482591,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7197","Agama hartmanni",18.1970085860998,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7208","Agama hispida",16.8624037952278,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7224","Agama impalearis",46.2172439451755,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7274","Agama kaimosae",100,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7302","Agama kirkii",17.7827941003892,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7311","Agama lionotus",73.3341393290098,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7349","Agama lucyae",4.57088189614875,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7355","Agama mossambica",27.5422870333817,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7363","Agama mwanzae",80.5379947284611,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7409","Agama planiceps",58.5881226765612,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7463","Agama rueppelli",16.6410518098499,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7480","Agama spinosa",100,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7510","Agama sylvana",14.4543977074593,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7517","Agama turuensis",74.65,"Agama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"7551","Agamia agami",535.333333333333,"Agamia","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia"
"7563","Agamura persica",3.2,"Agamura","Gekkonidae","Squamata","Reptilia","Chordata","Animalia"
"7571","Agapornis canus",29.85,"Agapornis","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"7586","Agapornis fischeri",48.3272727272727,"Agapornis","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"7614","Agapornis lilianae",37.5590909090909,"Agapornis","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"7637","Agapornis nigrigenis",40.45,"Agapornis","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"7645","Agapornis personatus",51.2611111111111,"Agapornis","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"7665","Agapornis pullarius",39.24,"Agapornis","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"7697","Agapornis roseicollis",53.0444444444444,"Agapornis","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"7726","Agapornis swindernianus",40,"Agapornis","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"7731","Agapornis taranta",55.2125,"Agapornis","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"7760","Agelaioides badius",44.1,"Agelaioides","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"7773","Agelaioides oreopsar",71.5611111116667,"Agelaioides","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"7785","Agelaius assimilis",53.8064814816667,"Agelaius","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"7833","Agelaius humeralis",36.35,"Agelaius","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"7838","Agelaius phoeniceus",54.4114035089474,"Agelaius","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"7923","Agelaius tricolor",57.6785714285714,"Agelaius","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"7983","Agelaius xanthomus",38.4,"Agelaius","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"7989","Agelastes meleagrides",815,"Agelastes","Numididae","Galliformes","Aves","Chordata","Animalia"
"7994","Agelastes niger",700,"Agelastes","Numididae","Galliformes","Aves","Chordata","Animalia"
"7997","Agelasticus cyanopus",34.95,"Agelasticus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"8004","Agelasticus thilius",31.7,"Agelasticus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"8010","Agelasticus xanthophthalmus",45.1,"Agelasticus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"8012","Agkistrodon bilineatus",684.678369278205,"Agkistrodon","Viperidae","Squamata","Reptilia","Chordata","Animalia"
"8038","Agkistrodon contortrix",808.708470598057,"Agkistrodon","Viperidae","Squamata","Reptilia","Chordata","Animalia"
"8130","Agkistrodon piscivorus",1522.55186913765,"Agkistrodon","Viperidae","Squamata","Reptilia","Chordata","Animalia"
"8181","Agkistrodon taylori",467.735141287198,"Agkistrodon","Viperidae","Squamata","Reptilia","Chordata","Animalia"
"8194","Aglaeactis castelnaudii",6.7,"Aglaeactis","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"8201","Aglaeactis cupripennis",7.69166666666667,"Aglaeactis","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"8213","Aglaeactis pamela",5.5,"Aglaeactis","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"8220","Aglaiocercus coelestis",5.65,"Aglaiocercus","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"8230","Aglaiocercus kingii",4.91,"Aglaiocercus","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"8247","Agriornis lividus",99.15,"Agriornis","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"8255","Agriornis micropterus",67.8,"Agriornis","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"8260","Agriornis montanus",63.3,"Agriornis","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"8265","Agriornis murinus",29.9,"Agriornis","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"8270","Agropsar philippensis",28.8,"Agropsar","Sturnidae","Passeriformes","Aves","Chordata","Animalia"
"8273","Agropsar sturninus",49.2875,"Agropsar","Sturnidae","Passeriformes","Aves","Chordata","Animalia"
"8280","Ahaetulla fasciolata",1060,"Ahaetulla","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"8285","Ahaetulla mycterizans",484,"Ahaetulla","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"8290","Ahaetulla nasuta",790,"Ahaetulla","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"8296","Ahaetulla prasina",1526.1,"Ahaetulla","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"8303","Ailuroedus buccoides",141.6,"Ailuroedus","Ptilonorhynchidae","Passeriformes","Aves","Chordata","Animalia"
"8313","Ailuroedus crassirostris",200.916666666667,"Ailuroedus","Ptilonorhynchidae","Passeriformes","Aves","Chordata","Animalia"
"8355","Ailuroedus melanotis",198.5,"Ailuroedus","Ptilonorhynchidae","Passeriformes","Aves","Chordata","Animalia"
"8402","Ailuronyx seychellensis",23.6532832009711,"Ailuronyx","Gekkonidae","Squamata","Reptilia","Chordata","Animalia"
"8427","Ailuronyx tachyscopaeus",3.79741487695991,"Ailuronyx","Gekkonidae","Squamata","Reptilia","Chordata","Animalia"
"8438","Ailuronyx trachygaster",35.5100485459469,"Ailuronyx","Gekkonidae","Squamata","Reptilia","Chordata","Animalia"
"8446","Ailuropoda melanoleuca",116149.9975,"Ailuropoda","Ursidae","Carnivora","Mammalia","Chordata","Animalia"
"8504","Ailurops melanotis",3500.5,"Ailurops","Phalangeridae","Diprotodontia","Mammalia","Chordata","Animalia"
"8514","Ailurops ursinus",8000,"Ailurops","Phalangeridae","Diprotodontia","Mammalia","Chordata","Animalia"
